formula_sp,MagpieData minimum Column,MagpieData range NdValence,MagpieData mean NsValence,MagpieData minimum NfValence,MagpieData mean SpaceGroupNumber,MagpieData mode GSbandgap,MagpieData maximum Column,MagpieData avg_dev NdValence,MagpieData maximum SpaceGroupNumber,MagpieData avg_dev AtomicWeight,MagpieData range Column,MagpieData mean NpValence,MagpieData range NValence,MagpieData mean AtomicWeight,MagpieData mean CovalentRadius,MagpieData maximum MeltingT,MagpieData minimum NdUnfilled,MagpieData mode MeltingT,MagpieData minimum NfUnfilled,MagpieData range Row,MagpieData maximum NdUnfilled,MagpieData minimum AtomicWeight,MagpieData minimum Row,MagpieData maximum CovalentRadius,MagpieData mode NpValence,MagpieData avg_dev NpValence,MagpieData maximum NpValence,MagpieData range MendeleevNumber,MagpieData range NUnfilled,MagpieData avg_dev GSbandgap,MagpieData minimum GSvolume_pa,MagpieData mode Row,MagpieData mean Electronegativity,MagpieData avg_dev NUnfilled,MagpieData avg_dev CovalentRadius,MagpieData minimum SpaceGroupNumber,MagpieData mean NUnfilled,MagpieData avg_dev Row,MagpieData minimum Electronegativity,MagpieData mode Electronegativity,MagpieData mean Column,MagpieData minimum Number,MagpieData mode NsUnfilled,MagpieData mode MendeleevNumber,MagpieData minimum NpValence,MagpieData range Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mean GSmagmom,MagpieData mode SpaceGroupNumber,MagpieData mean NfValence,MagpieData avg_dev MeltingT,MagpieData maximum Row,MagpieData mean NdValence,MagpieData mode NpUnfilled,MagpieData mean GSvolume_pa,MagpieData maximum GSmagmom,MagpieData minimum NValence,MagpieData avg_dev NdUnfilled,MagpieData range AtomicWeight,MagpieData mode NfValence,MagpieData avg_dev NValence,MagpieData avg_dev NfUnfilled,MagpieData avg_dev GSvolume_pa,MagpieData mode NUnfilled,MagpieData mode NsValence,MagpieData maximum NdValence,MagpieData range NdUnfilled,MagpieData avg_dev SpaceGroupNumber,MagpieData mode NdUnfilled,MagpieData maximum NfValence,MagpieData range CovalentRadius,MagpieData mean MendeleevNumber,MagpieData mode AtomicWeight,MagpieData range NpValence,MagpieData range NsValence,MagpieData mode NdValence,MagpieData avg_dev NsValence,MagpieData range NfValence,MagpieData maximum Number,MagpieData range Number,MagpieData maximum GSbandgap,MagpieData avg_dev MendeleevNumber,MagpieData avg_dev Column,MagpieData mean Number,MagpieData range NsUnfilled,MagpieData minimum GSmagmom,MagpieData range NfUnfilled,MagpieData range GSmagmom,MagpieData maximum NValence,MagpieData avg_dev NpUnfilled,MagpieData maximum GSvolume_pa,MagpieData minimum NsValence,MagpieData minimum GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev NsUnfilled,MagpieData maximum NfUnfilled,MagpieData avg_dev Number,MagpieData mean NfUnfilled,MagpieData avg_dev NfValence,MagpieData mode Number,MagpieData mode NfUnfilled,MagpieData maximum NpUnfilled,MagpieData mode Column,MagpieData mode GSvolume_pa,MagpieData maximum AtomicWeight,MagpieData mean NpUnfilled,MagpieData mean NsUnfilled,MagpieData mean NValence,MagpieData range GSvolume_pa,MagpieData range SpaceGroupNumber,MagpieData maximum MendeleevNumber,MagpieData maximum NsValence,MagpieData minimum NUnfilled,MagpieData maximum NsUnfilled,MagpieData range MeltingT,MagpieData maximum NUnfilled,MagpieData maximum Electronegativity,MagpieData minimum NpUnfilled,MagpieData minimum MendeleevNumber,MagpieData range GSbandgap,MagpieData mode CovalentRadius,MagpieData minimum CovalentRadius,MagpieData mean Row,MagpieData range NpUnfilled,MagpieData mean NdUnfilled,MagpieData minimum NdValence,MagpieData avg_dev GSmagmom,MagpieData minimum MeltingT,MagpieData mean MeltingT,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData mode GSmagmom
LaTl3_221,3.0,9.0,2.0,0.0,194.0,0.0,13.0,3.375,194.0,24.554186249999987,10.0,0.75,24.0,188.0138425,160.5,1193.0,0.0,577.0,0.0,0.0,9.0,138.90547,6.0,207.0,1.0,0.375,1.0,63.0,4.0,0.0,26.91,6.0,1.4900000000000002,1.5,23.25,194.0,6.0,0.0,1.1,1.62,10.5,57.0,0.0,76.0,0.0,0.52,0.19499999999999995,0.0,194.0,10.5,231.0,6.0,7.75,5.0,29.406875,0.0,3.0,3.375,65.47782999999998,14.0,9.0,0.0,3.7453125,5.0,2.0,10.0,9.0,0.0,0.0,14.0,62.0,60.25,204.3833,1.0,0.0,10.0,0.0,14.0,81.0,24.0,0.0,23.625,3.75,75.0,0.0,0.0,0.0,0.0,27.0,1.875,36.8975,2.0,0.0,0.0,0.0,0.0,9.0,0.0,5.25,81.0,0.0,5.0,13.0,26.91,204.3833,3.75,0.0,21.0,9.9875,0.0,76.0,2.0,5.0,0.0,616.0,9.0,1.62,0.0,13.0,0.0,145.0,145.0,6.0,5.0,2.25,1.0,0.0,577.0,731.0,27.0,0.0,0.0
LaWN3_161,3.0,4.0,2.0,0.0,201.0,6.437,15.0,1.2,229.0,70.7356968,12.0,1.8,17.0,72.953114,116.4,3695.0,0.0,63.05,0.0,4.0,9.0,14.0067,2.0,207.0,3.0,1.44,3.0,69.0,6.0,3.0897600000000005,14.76875,2.0,2.5160000000000005,2.16,54.48,194.0,4.8,1.9200000000000004,1.1,3.04,10.8,7.0,0.0,82.0,0.0,1.94,0.6287999999999999,0.0,194.0,2.8,1142.8560000000002,6.0,1.0,3.0,19.450750000000003,0.0,3.0,3.6,169.8333,0.0,4.959999999999999,0.0,6.978700000000001,3.0,2.0,4.0,9.0,11.2,0.0,14.0,136.0,62.0,14.0067,3.0,0.0,0.0,0.0,14.0,74.0,67.0,6.437,24.0,5.04,30.4,0.0,0.0,0.0,0.0,20.0,1.44,36.8975,2.0,0.0,3.8622,0.0,0.0,28.079999999999995,0.0,4.4799999999999995,7.0,0.0,3.0,15.0,14.76875,183.84,1.8,0.0,7.6,22.12875,35.0,82.0,2.0,3.0,0.0,3631.95,9.0,3.04,0.0,13.0,6.437,71.0,71.0,3.6,3.0,3.0,0.0,0.0,63.05,1015.43,5.0,0.0,0.0
LaYbS3_63,3.0,1.0,2.0,0.0,125.8,2.202,16.0,0.32,225.0,59.4790728,13.0,2.4,13.0,81.630894,141.8,1193.0,0.0,388.36,0.0,3.0,9.0,32.065,3.0,207.0,4.0,1.9200000000000004,4.0,75.0,9.0,1.0569600000000001,25.786875,3.0,2.0200000000000005,2.4,44.160000000000004,70.0,3.0,1.44,1.1,2.58,10.8,16.0,0.0,88.0,0.0,1.48,0.6719999999999999,0.0,70.0,2.8,361.9872,6.0,0.2,2.0,29.675625000000004,0.0,3.0,2.88,140.989,0.0,3.4400000000000004,0.0,4.666500000000001,2.0,2.0,1.0,9.0,66.96,0.0,14.0,102.0,63.2,32.065,4.0,0.0,0.0,0.0,14.0,70.0,54.0,2.202,29.76,6.24,35.0,0.0,0.0,0.0,0.0,16.0,0.9600000000000002,36.8975,2.0,0.0,1.3212,0.0,0.0,22.8,0.0,4.4799999999999995,16.0,0.0,2.0,16.0,25.786875,173.054,1.2,0.0,7.4,11.110625000000002,155.0,88.0,2.0,0.0,0.0,804.64,9.0,2.58,0.0,13.0,2.202,105.0,105.0,4.2,2.0,1.8,0.0,0.0,388.36,690.016,6.0,0.0,0.0
LaZn_221,3.0,9.0,2.0,0.0,194.0,0.0,12.0,4.5,194.0,36.762735000000006,9.0,0.0,9.0,102.142735,164.5,1193.0,0.0,692.68,0.0,2.0,9.0,65.38,4.0,207.0,0.0,0.0,0.0,56.0,9.0,0.0,13.96,4.0,1.375,4.5,42.5,194.0,4.5,1.0,1.1,1.1,7.5,30.0,0.0,13.0,0.0,0.5499999999999998,0.2749999999999999,0.0,194.0,0.0,250.16000000000003,6.0,5.5,0.0,25.42875,0.0,3.0,4.5,73.52547000000001,0.0,4.5,0.0,11.46875,0.0,2.0,10.0,9.0,0.0,0.0,0.0,85.0,41.0,65.38,0.0,0.0,1.0,0.0,0.0,57.0,27.0,0.0,28.0,4.5,43.5,0.0,0.0,0.0,0.0,12.0,0.0,36.8975,2.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,30.0,0.0,0.0,3.0,13.96,138.90547,0.0,0.0,7.5,22.9375,0.0,69.0,2.0,0.0,0.0,500.32000000000005,9.0,1.65,0.0,13.0,0.0,122.0,122.0,5.0,0.0,4.5,1.0,0.0,692.68,942.8399999999999,3.0,0.0,0.0
Li_166,1.0,0.0,1.0,0.0,229.0,0.0,1.0,0.0,229.0,0.0,0.0,0.0,0.0,6.941,128.0,453.69,0.0,453.69,0.0,0.0,0.0,6.941,2.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5933333333,2.0,0.98,0.0,0.0,229.0,1.0,0.0,0.98,0.98,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,229.0,0.0,0.0,2.0,0.0,0.0,16.5933333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.941,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,16.5933333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,16.5933333333,6.941,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.98,0.0,1.0,0.0,128.0,128.0,2.0,0.0,0.0,0.0,0.0,453.69,453.69,1.0,1.0,0.0
Li(Co3P2)2_187,1.0,7.0,1.9090909090909092,0.0,127.36363636363636,0.0,15.0,3.4710743801652892,229.0,16.2475960661157,14.0,1.0909090909090908,8.0,44.039565272727266,119.27272727272727,1768.0,0.0,1768.0,0.0,2.0,3.0,6.941,2.0,128.0,0.0,1.3884297520661157,3.0,82.0,2.0,0.7520661157024794,10.245,4.0,1.910909090909091,0.33057851239669406,8.925619834710746,2.0,2.8181818181818183,0.5950413223140495,0.98,1.88,10.454545454545455,3.0,0.0,58.0,0.0,1.21,0.2029752066115703,0.8446206545454547,194.0,0.0,705.829090909091,4.0,3.8181818181818183,0.0,15.304025974009091,1.5484712,1.0,1.487603305785124,51.992194999999995,0.0,2.380165289256198,0.0,5.518937426191736,3.0,2.0,7.0,3.0,91.17355371900827,3.0,0.0,21.0,61.90909090909091,58.933195,3.0,1.0,7.0,0.16528925619834703,0.0,27.0,24.0,1.625,15.33884297520661,3.3057851239669422,20.454545454545453,1.0,0.0,0.0,1.5484712,9.0,1.3884297520661157,22.5702380952,1.0,0.0,0.5909090909090909,0.1652892561983471,0.0,7.140495867768595,0.0,0.0,27.0,0.0,3.0,9.0,10.245,58.933195,1.0909090909090908,0.09090909090909091,6.818181818181818,12.325238095200001,227.0,83.0,2.0,1.0,1.0,1450.7,3.0,2.19,0.0,1.0,1.625,126.0,107.0,3.4545454545454546,3.0,1.6363636363636365,0.0,0.767836958677686,317.3,1120.99,9.0,0.0,1.5484712
Li(CuP)2_139,1.0,10.0,1.4,0.0,136.6,0.0,15.0,4.8,229.0,19.47991616,14.0,1.2,10.0,39.1961048,121.2,1357.77,0.0,317.3,0.0,2.0,0.0,6.941,2.0,132.0,0.0,1.44,3.0,82.0,2.0,0.78,11.07,3.0,1.832,0.9600000000000002,11.36,2.0,1.8,0.64,0.98,1.9,10.6,3.0,0.0,64.0,0.0,1.21,0.3407999999999999,0.0,2.0,0.0,477.6032,4.0,4.0,0.0,16.77476190474,0.0,1.0,0.0,56.605,0.0,3.5200000000000005,0.0,4.636380952368,1.0,1.0,10.0,0.0,107.68000000000002,0.0,0.0,25.0,59.0,30.973762,3.0,1.0,0.0,0.48,0.0,29.0,26.0,1.625,23.2,3.8400000000000007,18.2,1.0,0.0,0.0,0.0,11.0,1.44,22.5702380952,1.0,0.0,0.65,0.4800000000000001,0.0,8.639999999999999,0.0,0.0,15.0,0.0,3.0,11.0,11.07,63.546,1.2,0.6,6.6,11.5002380952,227.0,83.0,2.0,1.0,1.0,1040.47,3.0,2.19,0.0,1.0,1.625,107.0,107.0,3.2,3.0,0.0,0.0,0.0,317.3,760.766,5.0,0.0,0.0
Li(NiP)2_139,1.0,8.0,1.8,0.0,136.6,0.0,15.0,3.8400000000000007,229.0,17.15066816,14.0,1.2,9.0,37.2550648,118.0,1728.0,0.0,317.3,0.0,2.0,2.0,6.941,2.0,128.0,0.0,1.44,3.0,82.0,2.0,0.78,10.32,3.0,1.8359999999999999,0.64,8.8,2.0,2.2,0.64,0.98,1.91,10.2,3.0,0.0,61.0,0.0,1.21,0.34240000000000004,0.23815788000000002,2.0,0.0,655.3136000000001,4.0,3.2,0.0,16.47476190474,0.5953947,1.0,0.9600000000000002,51.752399999999994,0.0,3.04,0.0,4.923809523792,2.0,2.0,8.0,2.0,107.68000000000002,0.0,0.0,21.0,57.8,30.973762,3.0,1.0,0.0,0.31999999999999995,0.0,28.0,25.0,1.625,22.720000000000002,3.84,17.8,1.0,0.0,0.0,0.5953947,10.0,1.44,22.5702380952,1.0,0.0,0.65,0.32,0.0,8.16,0.0,0.0,15.0,0.0,3.0,10.0,10.32,58.6934,1.2,0.2,6.2,12.2502380952,227.0,83.0,2.0,1.0,1.0,1410.7,3.0,2.19,0.0,1.0,1.625,107.0,107.0,3.2,3.0,0.8,0.0,0.285789456,317.3,908.858,5.0,0.0,0.0
Li(SiRh)2_127,1.0,8.0,1.4,0.0,226.6,0.0,14.0,3.8400000000000007,229.0,39.29672,13.0,0.8,8.0,53.7846,126.8,2237.0,0.0,1687.0,0.0,3.0,2.0,6.941,2.0,142.0,0.0,0.9600000000000002,2.0,77.0,3.0,0.37104000000000004,13.64,3.0,1.8679999999999999,0.8,12.64,225.0,3.0,1.1199999999999999,0.98,1.9,9.4,3.0,0.0,59.0,0.0,1.2999999999999998,0.35519999999999996,0.0,225.0,0.0,482.6591999999999,5.0,3.2,0.0,16.950666666660002,0.0,1.0,0.9600000000000002,95.9645,0.0,2.88,0.0,2.791466666672001,3.0,1.0,8.0,2.0,1.2800000000000011,0.0,0.0,31.0,55.0,28.0855,2.0,1.0,0.0,0.48,0.0,45.0,42.0,0.773,21.6,3.6800000000000006,24.2,1.0,0.0,0.0,0.0,9.0,1.9200000000000004,20.44,1.0,0.0,0.30920000000000003,0.4800000000000001,0.0,16.639999999999997,0.0,0.0,14.0,0.0,4.0,9.0,13.64,102.9055,1.6,0.6,5.4,6.800000000000001,4.0,78.0,2.0,1.0,1.0,1783.31,4.0,2.28,0.0,1.0,0.773,111.0,111.0,3.6,4.0,0.8,0.0,0.0,453.69,1660.3380000000002,4.0,0.0,0.0
Li(TiSe2)3_164,1.0,10.0,1.9,0.0,89.5,0.799,16.0,4.08,229.0,19.835759999999997,15.0,2.4,15.0,62.4302,132.8,1941.0,0.0,494.0,0.0,2.0,8.0,6.941,2.0,160.0,4.0,1.9200000000000004,4.0,88.0,7.0,0.38352,16.5933333333,4.0,2.09,2.5799999999999996,16.320000000000004,14.0,3.7,0.36000000000000015,0.98,2.55,10.9,3.0,0.0,89.0,0.0,1.5699999999999998,0.5519999999999999,6.75999999999e-06,14.0,0.0,610.1586,4.0,6.6,2.0,22.21833333333,2.25333333333e-05,1.0,3.3599999999999994,72.01899999999999,0.0,6.12,0.0,4.4420000000040005,2.0,2.0,10.0,8.0,90.6,0.0,0.0,40.0,66.4,78.96,4.0,1.0,10.0,0.18000000000000008,0.0,34.0,31.0,0.799,27.119999999999997,6.12,27.3,1.0,0.0,0.0,2.25333333333e-05,16.0,0.9600000000000002,25.92,1.0,0.0,0.47940000000000005,0.18000000000000002,0.0,8.040000000000001,0.0,0.0,34.0,0.0,2.0,16.0,25.92,78.96,1.2,0.1,10.9,9.326666666700003,215.0,89.0,2.0,1.0,1.0,1487.31,8.0,2.55,0.0,1.0,0.799,120.0,120.0,3.8,2.0,2.4,0.0,9.463999999986e-06,453.69,924.0689999999998,16.0,0.0,0.0
Li13In3_227,1.0,10.0,1.1875,0.0,212.125,0.0,13.0,3.046875,229.0,32.868773437499996,12.0,0.1875,12.0,27.1679375,130.625,453.69,0.0,453.69,0.0,3.0,0.0,6.941,2.0,142.0,0.0,0.3046875,1.0,74.0,4.0,0.0,16.5933333333,2.0,1.13,1.21875,4.265625,139.0,1.75,0.9140625,0.98,0.98,3.25,3.0,1.0,1.0,0.0,0.8,0.24374999999999997,0.0,229.0,0.0,7.294218749999988,5.0,1.875,0.0,18.030833333306248,0.0,1.0,0.0,107.877,0.0,3.65625,0.0,2.3359375000101563,1.0,1.0,10.0,0.0,27.421875,0.0,0.0,14.0,14.875,6.941,1.0,1.0,0.0,0.3046875,0.0,49.0,46.0,0.0,22.546875,3.65625,11.625,1.0,0.0,0.0,0.0,13.0,1.5234375,24.26,1.0,0.0,0.0,0.3046875,0.0,14.015625,0.0,0.0,3.0,0.0,5.0,1.0,16.5933333333,114.818,0.9375,0.8125,3.25,7.666666666700003,90.0,75.0,2.0,1.0,1.0,23.939999999999998,5.0,1.78,0.0,1.0,0.0,128.0,128.0,2.5625,5.0,0.0,0.0,0.0,429.75,449.20125,1.0,0.0,0.0
Li14P2(N2O)3_147,1.0,0.0,1.44,0.0,176.4,0.0,16.0,0.0,229.0,5.270044595200001,15.0,1.44,5.0,11.646396959999999,105.2,453.69,0.0,453.69,0.0,1.0,0.0,6.941,2.0,128.0,0.0,1.6128,4.0,86.0,2.0,2.2858176,9.105,2.0,1.8664,0.8512000000000001,25.824,2.0,1.76,0.14720000000000005,0.98,0.98,7.28,3.0,1.0,1.0,0.0,2.46,0.9927680000000001,0.0,229.0,0.0,173.41804799999997,3.0,0.0,0.0,15.734985714264,0.0,1.0,0.0,24.032762,0.0,2.1056,0.0,2.0549897142700786,1.0,1.0,0.0,0.0,67.35999999999999,0.0,0.0,62.0,37.32,6.941,4.0,1.0,0.0,0.4928,0.0,15.0,12.0,6.437,40.6784,7.0336,5.52,1.0,0.0,0.0,0.0,6.0,1.344,22.5702380952,1.0,0.0,1.67488,0.4928,0.0,2.8224,0.0,0.0,3.0,0.0,3.0,1.0,16.5933333333,30.973762,1.2,0.56,2.88,13.4652380952,227.0,87.0,2.0,1.0,1.0,398.89,3.0,3.44,0.0,1.0,6.437,128.0,66.0,2.08,3.0,0.0,0.0,0.0,54.8,301.15840000000003,1.0,0.0,0.0
Li15Ge4_220,1.0,10.0,1.2105263157894737,0.0,228.1578947368421,0.0,14.0,3.32409972299169,229.0,21.839002770083102,13.0,0.42105263157894735,13.0,20.772368421052633,126.3157894736842,1211.4,0.0,453.69,0.0,2.0,0.0,6.941,2.0,128.0,0.0,0.6648199445983379,2.0,78.0,3.0,0.12731301939058173,16.5933333333,2.0,1.1968421052631577,0.9972299168975068,2.659279778393355,225.0,1.631578947368421,0.6648199445983379,0.98,0.98,3.736842105263158,3.0,1.0,1.0,0.0,1.0299999999999998,0.3423822714681439,0.0,229.0,0.0,251.8703601108034,4.0,2.1052631578947367,0.0,17.943157894710524,0.0,1.0,0.0,65.699,0.0,4.321329639889197,0.0,2.1313019390692514,1.0,1.0,10.0,0.0,1.3296398891966732,0.0,0.0,8.0,17.42105263157895,6.941,2.0,1.0,0.0,0.33240997229916897,0.0,32.0,29.0,0.383,25.92797783933518,4.321329639889197,9.105263157894736,1.0,0.0,0.0,0.0,14.0,1.3296398891966759,23.005,1.0,0.0,0.08063157894736843,0.33240997229916897,0.0,9.639889196675899,0.0,0.0,3.0,0.0,4.0,1.0,16.5933333333,72.64,0.8421052631578947,0.7894736842105263,3.736842105263158,6.4116666667,4.0,79.0,2.0,1.0,1.0,757.71,4.0,2.01,0.0,1.0,0.383,128.0,120.0,2.4210526315789473,4.0,0.0,0.0,0.0,453.69,613.2078947368421,1.0,0.0,0.0
Li2AcIn_225,1.0,10.0,1.5,0.0,205.5,0.0,13.0,3.625,229.0,81.98400000000001,12.0,0.25,12.0,88.925,153.25,1323.0,0.0,453.69,0.0,5.0,9.0,6.941,2.0,215.0,0.0,0.375,1.0,74.0,8.0,0.0,16.5933333333,2.0,1.21,3.0,30.875,139.0,4.0,2.0,0.98,0.98,4.5,3.0,1.0,1.0,0.0,0.8,0.285,0.0,229.0,0.0,328.98375000000004,7.0,2.75,0.0,25.489791666650003,0.0,1.0,3.375,220.059,0.0,4.25,0.0,9.511354166675002,1.0,1.0,10.0,9.0,33.25,0.0,0.0,87.0,22.75,6.941,1.0,1.0,0.0,0.5,0.0,89.0,86.0,0.0,26.125,4.25,36.0,1.0,0.0,0.0,0.0,13.0,1.875,44.5125,1.0,0.0,0.0,0.5,0.0,33.0,0.0,0.0,3.0,0.0,5.0,1.0,16.5933333333,227.0,1.25,0.5,4.5,27.919166666700004,90.0,75.0,2.0,1.0,1.0,893.25,9.0,1.78,0.0,1.0,0.0,128.0,128.0,4.0,5.0,2.25,0.0,0.0,429.75,665.0325,1.0,0.0,0.0
Li2AcTl_225,1.0,10.0,1.5,0.0,219.25,0.0,13.0,3.625,229.0,104.375325,12.0,0.25,26.0,111.316325,154.0,1323.0,0.0,453.69,0.0,5.0,9.0,6.941,2.0,215.0,0.0,0.375,1.0,75.0,8.0,0.0,16.5933333333,2.0,1.17,3.0,30.5,194.0,4.0,2.25,0.98,0.98,4.5,3.0,1.0,1.0,0.0,0.6400000000000001,0.22499999999999998,0.0,229.0,3.5,310.57750000000004,7.0,2.75,0.0,26.15229166665,0.0,1.0,3.375,220.059,0.0,9.5,0.0,9.558958333350002,1.0,1.0,10.0,9.0,12.625,0.0,14.0,87.0,23.0,6.941,1.0,1.0,0.0,0.5,14.0,89.0,86.0,0.0,26.5,4.25,44.0,1.0,0.0,0.0,0.0,27.0,1.875,44.5125,1.0,0.0,0.0,0.5,0.0,41.0,0.0,5.25,3.0,0.0,5.0,1.0,16.5933333333,227.0,1.25,0.5,8.0,27.919166666700004,35.0,76.0,2.0,1.0,1.0,869.31,9.0,1.62,0.0,1.0,0.0,128.0,128.0,4.25,5.0,2.25,0.0,0.0,453.69,701.845,1.0,0.0,0.0
Li2AgAu_225,1.0,10.0,1.0,0.0,227.0,0.0,11.0,5.0,229.0,72.73819225,10.0,0.0,24.0,79.67919225,134.25,1337.33,0.0,453.69,0.0,4.0,0.0,6.941,2.0,145.0,0.0,0.0,0.0,65.0,0.0,0.0,16.33,2.0,1.6075,0.0,6.25,225.0,1.0,1.75,0.98,0.98,6.0,3.0,1.0,1.0,0.0,1.56,0.6275,0.0,229.0,3.5,416.22,6.0,5.0,0.0,16.554166666649998,0.0,1.0,0.0,190.025569,0.0,8.5,0.0,0.11208333332500064,1.0,1.0,10.0,0.0,2.0,0.0,14.0,17.0,33.25,6.941,0.0,0.0,0.0,0.0,14.0,79.0,76.0,0.0,32.25,5.0,33.0,0.0,0.0,0.0,0.0,25.0,0.0,16.7,1.0,0.0,0.0,0.0,0.0,30.0,0.0,5.25,3.0,0.0,0.0,1.0,16.5933333333,196.966569,0.0,1.0,9.5,0.370000000000001,4.0,66.0,1.0,1.0,1.0,883.6399999999999,1.0,2.54,0.0,1.0,0.0,128.0,128.0,3.75,0.0,0.0,0.0,0.0,453.69,869.91,1.0,1.0,0.0
Li2AgHg_225,1.0,10.0,1.25,0.0,212.25,0.0,12.0,5.0,229.0,73.64405,11.0,0.0,25.0,80.58505,133.25,1234.93,0.0,453.69,0.0,4.0,0.0,6.941,2.0,145.0,0.0,0.0,0.0,70.0,1.0,0.0,16.33,2.0,1.4725,0.375,5.875,166.0,0.75,1.75,0.98,0.98,6.25,3.0,1.0,1.0,0.0,1.02,0.4925,0.0,229.0,3.5,320.38625,6.0,5.0,0.0,18.688563218375,0.0,1.0,0.0,193.649,0.0,8.75,0.0,3.2745114942625007,1.0,1.0,10.0,0.0,23.125,0.0,14.0,17.0,34.5,6.941,0.0,1.0,0.0,0.375,14.0,80.0,77.0,0.0,33.5,5.25,33.25,1.0,0.0,0.0,0.0,26.0,0.0,25.2375862069,1.0,0.0,0.0,0.375,0.0,30.25,0.0,5.25,3.0,0.0,0.0,1.0,16.5933333333,200.59,0.0,0.75,9.75,8.907586206900003,63.0,71.0,2.0,0.0,1.0,1000.6100000000001,1.0,2.0,0.0,1.0,0.0,128.0,128.0,3.75,0.0,0.0,0.0,0.0,234.32,594.1575,1.0,0.0,0.0
Li2AgPb_216,1.0,10.0,1.25,0.0,227.0,0.0,14.0,5.0,229.0,75.29655,13.0,0.5,27.0,82.23755,136.75,1234.93,0.0,453.69,0.0,4.0,0.0,6.941,2.0,146.0,0.0,0.75,2.0,80.0,3.0,0.0,16.33,2.0,1.555,1.125,8.75,225.0,1.75,1.75,0.98,0.98,6.75,3.0,1.0,1.0,0.0,1.35,0.575,0.0,229.0,3.5,274.6,6.0,5.0,0.0,19.406666666649997,0.0,1.0,0.0,200.259,0.0,9.25,0.0,4.3516666666749995,1.0,1.0,10.0,0.0,2.0,0.0,14.0,18.0,37.0,6.941,2.0,1.0,0.0,0.375,14.0,82.0,79.0,0.0,36.0,5.75,33.75,1.0,0.0,0.0,0.0,28.0,1.5,28.11,1.0,0.0,0.0,0.375,0.0,30.75,0.0,5.25,3.0,0.0,4.0,1.0,16.5933333333,207.2,1.0,0.75,10.25,11.780000000000001,4.0,81.0,2.0,1.0,1.0,781.24,4.0,2.33,0.0,1.0,0.0,128.0,128.0,3.75,4.0,0.0,0.0,0.0,453.69,685.73,1.0,0.0,0.0
Li2AgSb_216,1.0,10.0,1.25,0.0,212.25,0.0,15.0,5.0,229.0,53.93655,14.0,0.75,14.0,60.87755,135.0,1234.93,0.0,453.69,0.0,3.0,0.0,6.941,2.0,145.0,0.0,1.125,3.0,84.0,2.0,0.0,16.33,2.0,1.4849999999999999,0.75,7.0,166.0,1.5,1.5,0.98,0.98,7.0,3.0,1.0,1.0,0.0,1.0699999999999998,0.5049999999999999,0.0,229.0,0.0,307.83250000000004,5.0,5.0,0.0,20.269166666649998,0.0,1.0,0.0,114.819,0.0,6.0,0.0,5.645416666675,1.0,1.0,10.0,0.0,23.125,0.0,0.0,17.0,38.0,6.941,3.0,1.0,0.0,0.375,0.0,51.0,48.0,0.0,37.0,6.0,26.0,1.0,0.0,0.0,0.0,15.0,1.125,31.56,1.0,0.0,0.0,0.375,0.0,23.0,0.0,0.0,3.0,0.0,3.0,1.0,16.5933333333,121.76,0.75,0.75,7.0,15.23,63.0,85.0,2.0,1.0,1.0,781.24,3.0,2.05,0.0,1.0,0.0,128.0,128.0,3.5,3.0,0.0,0.0,0.0,453.69,761.5225,1.0,0.0,0.0
Li2AgSn_216,1.0,10.0,1.25,0.0,206.0,0.0,14.0,5.0,229.0,53.174049999999994,13.0,0.5,13.0,60.11505,135.0,1234.93,0.0,453.69,0.0,3.0,0.0,6.941,2.0,145.0,0.0,0.75,2.0,79.0,3.0,0.0,16.33,2.0,1.4625,1.125,7.0,141.0,1.75,1.5,0.98,0.98,6.75,3.0,1.0,1.0,0.0,0.98,0.4825,0.0,229.0,0.0,286.54125,5.0,5.0,0.0,20.70041666665,0.0,1.0,0.0,111.76899999999999,0.0,5.75,0.0,6.292291666675,1.0,1.0,10.0,0.0,32.5,0.0,0.0,17.0,36.75,6.941,2.0,1.0,0.0,0.375,0.0,50.0,47.0,0.0,35.75,5.75,25.75,1.0,0.0,0.0,0.0,14.0,1.5,33.285,1.0,0.0,0.0,0.375,0.0,22.75,0.0,0.0,3.0,0.0,4.0,1.0,16.5933333333,118.71,1.0,0.75,6.75,16.955,88.0,80.0,2.0,1.0,1.0,781.24,4.0,1.96,0.0,1.0,0.0,128.0,128.0,3.5,4.0,0.0,0.0,0.0,453.69,661.8475,1.0,0.0,0.0
